draw,gpp,lai_mean,lai_max,ceff,lma,f_auto,c_fol_0,f_fol,f_lab,d_onset,cr_onset,cr_fall,c_lf
13,2654.0616034239165,9.620264936376804,15.813189541645057,20.69775732496028,150.87745336046535,0.5983556210608012,1049.2518889027951,0.012079669899585735,0.10279414689416508,271.55638811332017,93.73115231266081,106.06570331457988,0.22487761441948223
14,2872.76165752211,4.718536829416541,6.870929300823616,71.74454843294592,232.2551145231122,0.4309952682377456,426.2467869284743,0.08373102017265446,0.03295208457461715,152.92473775067972,39.74677815225705,110.02246628866581,0.26126168231046665
15,2996.0997996267147,7.293097727474911,15.07756088908188,60.83746722174777,147.59164657197178,0.4993995044663733,1827.7856629740247,0.04318600212735784,0.05895869436055649,187.02506427800293,40.162894485034585,98.8884038860744,0.30955409934755523
16,2794.9663698809363,5.551515446761724,8.327236582345764,48.38297933784223,233.4665449329576,0.6407030422459513,636.3877908458805,0.07015580359014759,0.07960171454500635,119.72245156363245,38.38420596341484,49.80236921344182,0.32154554854747563
17,2987.657799602303,5.171399015279773,5.569411122246423,79.26084660458078,149.36691955215898,0.5174820759006613,542.3053247225167,0.007527330648741181,0.0574240625697964,91.77953502900496,66.77131794148056,89.79444710658296,0.20574084883038746
18,2850.091452957346,7.323949214705396,11.550292144336725,72.65751216210846,187.34764015424153,0.5321364016926725,170.71367722280243,0.05584671702217739,0.13795357938555952,232.74552165628288,54.81666814452673,33.56396791134038,0.2709660895307225
19,3077.526342386423,6.236854357010426,13.613797932884813,91.47243836760842,194.86273743516122,0.5147546471118718,1675.5010688967375,0.039934205324435125,0.0822448918196679,145.816422663121,25.706127705191417,124.45971803516335,0.29637893209218663
20,1883.4432071741107,2.9160837020802255,6.953355424451862,34.30121858207735,235.0147352424376,0.6761020492659107,329.81872170945456,0.08787347903094947,0.028918558366602863,138.416818879502,84.10489242850586,141.50720121691344,0.32351294427353644
21,3222.504292519037,13.086986675171735,19.44743564242739,57.13731356360103,207.97640883730256,0.36545384716053264,1939.7430089476716,0.16733281486879584,0.06204966763671523,296.91301351434606,11.54877056640928,147.09122309743464,0.2350867634589887
22,3224.688605785301,14.505249526673005,17.562153564998614,72.14433557064459,160.68843734076793,0.39767597269772,535.288023609864,0.09032398381551489,0.11107074288035393,270.54412115716167,24.935244325561044,30.627804505703153,0.2391252733930006
